JURISDICTION_ID,STATION_ID,modeOriginal,mode,station_link,existing_housing_units,baseline_under_zoning,plexify_reform,multiply_reform,legalize_reform,middle_reform,all_reforms,lat,long,grade,status,year_open,name,line
G53070000,S3483371652,Bus Rapid Transit,Rapid Transit,South 96 Street-Pacific Avenue/SR 7 BRT-Bus Rapid Transit-planned,1203,3652,5218,5967,3652,7485,10991,-122.43407,47.17009,at grade,planned,,South 96 Street,Pacific Avenue/SR 7 BRT
G53005210,S2145863381,Light Rail,Light Rail,South Bellevue-Blue Line (East Link)-Light Rail-uc,637,638,2147,638,638,736,2245,-122.19042,47.58656,elevated,uc,,South Bellevue,Blue Line (East Link)
G53072625,S4169951618,Light Rail,Light Rail,South Boeing Access Road-Link 1 Line-Light Rail-planned,132,133,423,133,165,133,455,-122.2823,47.50729,at grade,planned,,South Boeing Access Road,Link 1 Line
G53023515,S108760708,Bus Rapid Transit,Rapid Transit,South Dash Point-RapidRide A-Bus Rapid Transit-existing,1121,1547,3856,2063,1547,1766,4512,-122.31217,47.33586,at grade,existing,2010,South Dash Point,RapidRide A
G53023515,S3296766132,Light Rail,Light Rail,South Federal Way-Tacoma Dome Link Extension-Light Rail-planned,908,917,1006,1137,2036,3660,4903,-122.30916,47.28232,elevated,planned,,South Federal Way,Tacoma Dome Link Extension
G53063000,S2745647335,Light Rail,Light Rail,South Graham Street-Link 1 Line-Light Rail-planned,2611,5493,7194,7216,5493,6305,9550,-122.2856,47.54609,at grade,planned,,South Graham Street,Link 1 Line
G53005210,S247568052,Light Rail,Light Rail,South Kirkland-South Kirkland-Issaquah Link-Light Rail-planned,1057,1617,2094,1974,1617,2502,3308,-122.19434,47.64412,at grade,planned,,South Kirkland,South Kirkland-Issaquah Link
G53063000,S3438230004,Light Rail,Light Rail,South Lake Union-Ballard Link Extension-Light Rail-planned,17258,45397,45397,79869,45397,45432,79904,-122.3423,47.62192,subway,planned,,South Lake Union,Ballard Link Extension
G53057745,S919352062,Arterial Rapid Transit,Rapid Transit,South Puget Drive-RapidRide I-Arterial Rapid Transit-planned,1439,1565,2258,1827,1565,2188,2881,-122.20783,47.46658,at grade,planned,,South Puget Drive,RapidRide I
G53057745,S3454067364,Bus Rapid Transit,Rapid Transit,South Renton Park and Ride-RapidRide F-Bus Rapid Transit-existing,200,326,326,572,326,356,590,-122.21607,47.47375,at grade,existing,2014,South Renton Park and Ride,RapidRide F
G53057745,S1931196819,Bus Rapid Transit,Rapid Transit,South Renton Transit Center-Stride S1-Bus Rapid Transit-planned,528,14024,15220,27528,14024,14024,28724,-122.21376,47.46814,highway,planned,,South Renton Transit Center,Stride S1
G53070000,S515297859,Commuter Rail,Commuter Rail,South Tacoma-Sounder-Commuter Rail-existing,664,1067,2149,1138,1067,1264,2400,-122.48553,47.20355,at grade,existing,2009,South Tacoma,Sounder
G53070000,S697140835,Light Rail,Light Rail,Sprague-TCC Tacoma Link Extension-Light Rail-planned,1163,1295,4348,1295,1295,1378,4431,-122.46663,47.24276,at grade,planned,,Sprague,TCC Tacoma Link Extension
G53005210,S3132888947,Light Rail,Light Rail,Spring District/120th-Blue Line (East Link)-Light Rail-uc,5,1146,1146,2026,1146,1146,2026,-122.17859,47.62378,at grade,uc,,Spring District/120th,Blue Line (East Link)
G53007380,S2115996819,Bus Rapid Transit,Rapid Transit,SR 522/I-405 Transit Hub-Stride S2-Bus Rapid Transit-planned,238,2434,2464,2764,2434,2434,2794,-122.18959,47.76898,at grade,planned,,SR 522/I-405 Transit Hub,Stride S2
G53022640,S604467492,Light Rail,Light Rail,SR 526/Evergreen-Everett Link Extension-Light Rail-planned,622,2773,4416,3389,2773,3117,5376,-122.22675,47.92321,at grade,planned,,SR 526/Evergreen,Everett Link Extension
G53070000,S1659641582,Light Rail,Light Rail,St.  Joseph-Link T Line-Light Rail-uc,2436,26911,28947,50736,26911,28249,53211,-122.44996,47.24397,at grade,uc,,St.  Joseph,Link T Line
G53070000,S1841691744,Streetcar,Streetcar,Stadium District-Link T Line-Streetcar-uc,6940,8467,8747,10337,8467,8924,10642,-122.44846,47.26462,at grade,uc,,Stadium District,Link T Line
G53063000,S1506955455,Light Rail,Light Rail,Stadium-Red Line (Central Link)-Light Rail-existing,1291,1310,1312,1310,1310,1363,1365,-122.32716,47.59106,at grade,existing,2009,Stadium,Red Line (Central Link)
G53070000,S2035282728,Light Rail,Light Rail,Stevens-TCC Tacoma Link Extension-Light Rail-planned,748,906,2875,1027,906,1235,3215,-122.49447,47.24291,at grade,planned,,Stevens,TCC Tacoma Link Extension
G53068435,S3083032273,Commuter Rail,Commuter Rail,Sumner-Sounder-Commuter Rail-existing,780,863,2127,921,863,2235,3499,-122.24526,47.20098,at grade,existing,2001,Sumner,Sounder
G53008850,S720899638,Bus Rapid Transit,Rapid Transit,SW 152-RapidRide F-Bus Rapid Transit-existing,8383,23553,25506,38321,23553,25545,41526,-122.34504,47.46678,at grade,existing,2014,SW 152,RapidRide F
G53057745,S390952695,Bus Rapid Transit,Rapid Transit,SW 7-RapidRide F-Bus Rapid Transit-existing,3799,5070,5603,6355,5070,6801,7334,-122.22328,47.47375,at grade,existing,2014,SW 7,RapidRide F
G53063000,S3184407608,Bus Rapid Transit,Rapid Transit,SW Andover-RapidRide H-Bus Rapid Transit-proposed,1176,6516,6989,12182,6516,7151,12697,-122.36326,47.56835,at grade,proposed,,SW Andover,RapidRide H
G53063000,S674486270,Bus Rapid Transit,Rapid Transit,SW Avalon-RapidRide C-Bus Rapid Transit-existing,11581,17564,17991,25432,17564,17847,25859,-122.37621,47.56407,at grade,existing,2012,SW Avalon,RapidRide C
G53063000,S1737913377,Bus Rapid Transit,Rapid Transit,SW Barton-RapidRide C-Bus Rapid Transit-existing,737,750,1961,750,750,750,1961,-122.39305,47.5232,at grade,existing,2012,SW Barton,RapidRide C
G53063000,S4239585140,Bus Rapid Transit,Rapid Transit,SW Findlay-RapidRide C-Bus Rapid Transit-existing,3608,4597,6800,5931,4597,4989,8253,-122.38704,47.55211,at grade,existing,2012,SW Findlay,RapidRide C
